CARD_001_FLAVOR	俺もああなりたいなあ
TS_ENVYRIA_CANON_02_FLAVOR	託された絶対正義の為、散っていった仲間たちから継いできた意志の為、世界の人々の声を背負う私は負けられない。<br><br>「繋いだ絆に…託された正義に誓う。私がこの剣とともに未来を切り拓く！」<br><br>始祖の力を得ようとしていたオライオンにひとりでは到底太刀打ちできないとしても、未来を託せる仲間がいて、ともに戦ってくれる仲間がいる。これが答え。<br>（バシーニに託したカノンの手記より）
TS_LOST_VIER_02_FLAVOR	お香の調合中、ふいに私のショールが風に揺れたと感じた次の瞬間、アイナンナ様が私の髪に巻き付いて遊んでいた。<br><br>「センセ、いいにおいです」<br><br>無邪気に笑う王女様。閉じた世界しか知らない彼女に、外には他にも楽しいことがあるのだと、いつか教えて差し上げたい。この地を旅路の果てにしていいと、私に思わせてくれたから。<br>（エフィリンドの秘められた胸中）
TS_LUST_AINANNA_01_FLAVOR	ハイエルフによるハイエルフの断罪。汚れたダークエルフに堕ちることなく“キレイ”でいられる手段――氷のベッド。<br>皆、そう信じていた。“ハイエルフの王女”は滅びの柩の上に静かに横たわる。髪飾りの透明な輝きとともに。<br><br>「わらわの夢を聞いていて──」<br><br>心ごと凍りそうだけど、さびしくない。センセの想いが、そばにあるから。<br>（アイナンナの祈り）
TS_POK_BLACK_01_FLAVOR	背負いし大罪が彼女たちの歩みに狂気の色を付けていく。その業に従い、感情を捨て、主の為だけに生きる。<br><br>「すべてを奪う。主の理想の為に」<br><br>定められた主が持つ黒のバイブス。その影響下にある彼女たちへの囁き。<br>反乱分子を粛清せよと。<br>指令は下されたのだ。粛清の刃が躊躇う理由など何ひとつない。<br>（異界の古書「黒奏の真書」より）
TS_GREED_YUEN_01_FLAVOR	盤上には人となりが表現されていく。それが思考を重ねた結末であるがゆえに。手を沿えた腰の装具が鳴らした音が、わかりあえない一手の思考の中に沈む。<br><br>「お主の一手は美しい。だからこその脆さも見えてきそうなものだのう…」<br><br>国による理不尽な幕引きは悪手か、大局からの一手と見るか。互いに認め、譲らない。どちらが正しいではきっとない。<br>（ユーエン『盤上遊戯棋譜録』）
TS_GREED_LUCILLE_02_FLAVOR	その手が生み出すは夢幻の閃き。グリードダイクを支えた、幾多の武具の閃きを生み出した異能の存在。<br><br>「このナイフ、キラキラしてる！」<br><br>華やかな結婚式場に似合いの衣装。繰り広げられる光景も夢幻の閃き。ルーシャは昔と変わらず、見知らぬ武具に目を輝かせる。余も変えようと思わぬが、誰かあやつの試し斬りを止めさせよ！<br>（メイファンの憤怒の胸中）
TS_LUST_YAULAS_02_FLAVOR	返り血を受けた肩当てのように、世界も美しくはない。でも、絶対正義を守る騎士道を妨げることを許しはしないわ。<br><br>「騎士道精神の辿る結末を見届ける為、アナタの覚悟も、私が受け止めるわ」<br><br>光の届かぬ場所にも、いつの日にか光が届く。それが贖罪になるとは思わないけれど、託された光を守って、絶対正義を本物に近づける。この双剣に誓って。<br>（ヤウラスの誓いの言葉）
TS_ENVYRIA_DAPHNE_01_FLAVOR	国宝と呼ばれる盾に認められ、その力を託される。私には重荷。でも罪獣はそんな思いに優しさを向けてはくれない。<br><br>「罪域の人たちの笑顔を守る…<br>私が、この盾とともに！」<br><br>この地で作られた髪飾り。それは私の背中を押してくれる。優しさをくれる人たちの為に、立ち向かわないと。私は“盾の乙女”。胸を張って、言えるように。<br>（ダフネの決意）
TS_LUST_ST_MELA_02_FLAVOR	これをこうしてこうやって。世界はいつだって新鮮な驚きに満ちている。もったいなくて止まってなんていられない！<br><br>「海最高！　夏最高！　いっくよー！<br>メラちゃん発進ー！」<br><br>お師匠様やニクスに怒られるかな、なんてちょっとしか思わない。水着を着て、水遊びなんて考えたこともなかったんだから、いつもどおり羽目を外さないと！<br>（いつもどおりの新鮮なメラの胸中）
TS_WADA_SUZUKA_02_FLAVOR	上着を着るとか、日焼け止めをしっかり塗るとか、紫外線予防は万端に。ビーチの自由時間をしっかり楽しまないと。<br><br>「スイカ割りなど拙者には容易きもの」<br><br>スイカ割りとは目隠しをして、見えないスイカを叩く遊び。当たらないのを楽しむらしいけど、売り物のスイカみたいになってる。まあいいよね。剣豪凄いってことで、みんなでスイカ食べるぞー！<br>（メラの新たな発見メモ）
TS_LUST_NOAH_01_FLAVOR	真面目だから迷惑掛けないようにひとりで、なんて思っちゃうんだよね。でも、迷惑なんて思ったこともないから。代わりに怒ってくれて、心配してくれて、アタシのほうが迷惑かけているんだから。<br><br>「もう離さない！」<br><br>海面と髪飾りの色とが調和する明るい世界。だから思うんだ。願わくばずっと一緒で楽しい日々が続きますようにって。<br>（エマの夏休み日記）
TS_SLOTH_ALBELL_02_FLAVOR	適当に気軽に遠慮なく？　そうもいかないの。ちょっと頑固なお兄ちゃんのことも、櫛のおかげで少しわかったけど。私も負けず劣らず頑固だから。<br><br>「バーストさせるわ」<br><br>水大砲なら私の水鉄砲に勝てるとでも？なんて。ちょっと面白くなってきちゃった。でも、お兄ちゃんもきっと今の私を見たら、楽しそうに笑ってくれるよね。<br>（機械屋マグ・ベル日誌の雑記より）
TS_LUST_OTHIMA_02_FLAVOR	爆発によって巻き起こされる煙霧の先に浮かび上がる笑み。風に舞うマフラーの影から見える、揺るがぬ意志の光。<br><br>「ここはおとなしく諦める？　そうもいかないんだよね。…約束したからな！」<br><br>誓いの言葉を嘘にはしない。すべての力を、命を燃やし尽くしたとしても、やるべきことは決まっている。託された正義の為、託すべき正義の為に。<br>（オーティマの静かな決意）
TS_ENVYRIA_NICAEA_01_FLAVOR	王族としての責務。騎士団を率いる者としての責務。目指すべきところは同じであるとしても、やはりその重さは違う。<br><br>「楽しそうで何よりだ。本当に…な」<br><br>霊獣セルジークを傍らに置ける力は、いつの日か来る罪禍に立ち向かう槍となるのだ。彼女がどれほど明るく振る舞おうと、決意はその胸にある。束の間の平穏を楽しむ時間を誰が咎められようか。<br>（イムヌスの笑みに隠れた胸中）
TS_LOST_ZWEI_02_FLAVOR	誰が願い、誰がたどり着いた未来か。数多にある可能性のひとつは、空を求めた彼らに青き安息の時を与える。<br><br>「これ、食べていいの？」<br><br>少女はかき氷を手に不思議そうに男を見上げ、男はお前のものだと笑う。抜けるような青空も、砂を踏みしめるサンダルも知らずにいた彼らに訪れた幸福な時間は、静かな波の音とともに流れていく。<br>（願いの果てに生まれた、一時の夢） 
TS_AOT_03_FLAVOR	壁外から迫る巨人。壁の中に隠れていても真の平穏は訪れない。いずれはただ奪われていくだけ。自由の翼を背に抱き、調査兵団は未知の領域に臨む。<br><br>「何も捨てることができない人には何も変えることはできないだろう」<br><br>どれほど多くの血が流れようとも、人類が生き残る道を見つけるその時まで進み続ける。すべては、壁に閉ざされた人類の自由を取り戻す為に。
TS_SLOTH_YUDIT_01_FLAVOR	全部バラして、改造して組み上げる。それが楽しくて、それが親子の会話で、毎日がメカ日和。ずっとそう思ってた。<br><br>「ズガンとできた！　えっへへー！」<br><br>あの日が私の初めてのメカ日和。その時作ったメカは今も私の大切な思い出。オイルの匂いや機械の音は、あの頃と同じように今も変わらず私を包む。それが遠く離れてしまった私たち家族の絆の証。<br>（ユーディットの設計メモの走り書き）
TS_ENVYRIA_BUD_01_FLAVOR	何ができるなんて二の次。人の話なんて聞いてるようで聞いていなくて、やることは呆れるくらい真っ直ぐで。<br><br>「アンタは王家の使命に命を懸ける。<br>俺は“アンタ”を守る為に命を懸ける」<br><br>使命や責務より、大事なものがあると思わせてくれる。翻るマントがその背中を大きく見せたのだとしても、事実、彼はアタシの中で大きな存在だった。<br>（カグラの心に生まれた思い）
TS_TAGATAMEMOVIE_DVD_01_FLAVOR	ひとりぼっちで、翔べなかった。わたしとおんなじ。だから、放っておけなくて傍にいたかった。そう思っていたけど、この子にはいつも救われている。<br><br>「ありがとう…助けてくれて！<br>…ねえ、一緒に翔んでくれる？」<br><br>この子が寄り添ってくれたから、隣で頑張っていたから、ここまで辿り着いた。わたしたちはもう自由に翔んでいける。<br>（台本の隅に書かれたカスミの雑記）
TS_ENVYRIA_MONZOTM_03_FLAVOR	己の魂を継ぐ者に向けた安堵の微笑みは既にそこにはない。どれほど鎧が傷つきベルトが斬られようとも、その男の最後の光は燃え尽きるまで止まらない。<br><br>「俺の騎士道は…<br>貴様らごときに打ち砕かれはせん！」<br><br>轟く雷鳴の如き一閃はたやすく不死兵を葬り去る。エンヴィリアの最後の壁、その奮戦は見届けるに値するものだった。<br>（オライオンの称賛）
TS_LOST_ZENN_02_FLAVOR	粛清の対象を前にして、刀に手套は添えるだけ。戦場を思わせぬほどに静かで、空気だけを凍てつかせる。納めた刀の閃きの先に咲く花など残りはしない。<br>なぜならすべては忘れさられるのだ。<br><br>「怨みなし。しかし役目ゆえ」<br><br>事務的に、機械的に人を斬るその様は、同じ血を引く皇帝に向けた、満たされぬ想いをすら忘れさせてくれた。<br>（ナァヂュのお仕事手帳より）
TS_GREED_NAJU_01_FLAVOR	降り注ぐ雨は誰の涙であるのか。我も知らず、彼も知らず、知る者はなし。ただ冷たき雫にその身を打たせるのみ。<br><br>「ボクを斬ろうとしないのですか？　なぜ…怒ってくれないんですか！」<br><br>道具として成した帰結たる雫が降りかかり、耳元まで濡らす。彼の怒りが、嘆きが、絶望が、無責任な我が身の罪を取り戻しようもないほどに濡らした。<br>（灯火の消えたゼンの胸中）
TS_ENVYRIA_VETTEL_02_FLAVOR	エンヴィリアにも深刻な被害を与えた獅子王の進撃。命を賭した友に国を、緋炎騎士団を託された自身が、盾として守らねばという想いは日に日に増していく。<br><br>「ヴェテル様、忘れ物です！」<br><br>人員不足に陥った蒼炎騎士団に代わり、近衛隊を率いる彼女の変わらぬまっすぐな声が意識を引き戻す。それは束の間、忘れていた自然な笑みを浮かべさせた。<br>（ヴェテルの回想）
TS_ENVYRIA_CLOE_02_FLAVOR	復興に向けた活気よりも、失われたものに対する沈鬱さが世界を覆っていた。ただ、それに染まらない人も確かにいた。<br><br>「皆さんは国を支える大切な存在です。だから失われないように鍛錬です！」<br><br>騎士団の誇りは傷ついた。でも、その傷を癒やす近衛隊隊長の存在が団員を支えていた。この人の為にもっと強くなる。憧れとともに徽章に誓っていたんだ。<br>（緋炎騎士団団員ジルの武勇伝より）
TS_RE0_01_FLAVOR	寒い中、わざわざ大勢で雪遊び。青い花の髪飾りをつけていた幼き頃には、想像すらできなかっただろう。<br><br>「こんな日も、たまには悪くないわ。<br>良いものが見れたし」<br><br>美しい雪景色に、レムの楽しげな顔。ただ煩わしいだけだった銀世界が輝いている。スバルが提案しなければ見れなかったもの。彼の騒がしさもたまには悪くない…と密かにラムは想うのだった。
TS_RE0_02_FLAVOR	やっと連れてくることができた花畑。<br>せっかくだから、ここでしかできないことを。<br><br>「まだまだ、これだけじゃないぜ」<br><br>エミリアの髪飾りと合いそうな花冠。大好きな人を喜ばせたい――そんなスバルの想いがこもった贈り物。これが今できる精一杯だけど、もっと色んなことをしてあげたい。その為ならなんだって頑張れる。彼女の笑顔を守ることがエミリアの騎士の一番の願いだから。
TS_ENVYRIA_ZAYIN_03_FLAVOR	約束を果たす為にすべてを捨てた。それが間違いだとは思わない。そんな地点は通り過ぎている。そう思っていた。<br><br>「お前がこの世界の未来を思い続けていることに変わりはない」<br><br>腰間から閃く剣の光。その遠い憧れ。幻影となった姿でも、過去の選択にどこか囚われていた俺に、再び立ち上がる力を授けてくれる。それが絶対正義の象徴。<br>（クダンシュタインの存念）
TS_RE0_03_FLAVOR	掃除、洗濯、料理、ラムの身支度…。屋敷が維持できているのは、レムのおかげといえる。それでも、彼女の姉に向ける眼差しは、花の髪飾りをつけていた、幼き日から変わらない。<br><br>「さすが姉様です！」<br><br>手を差し伸べてくれる。そんな姉の分まで、レムは仕事に精を出す。今はもう姉への贖罪の為ではない。自身にできることで、ラムの力になる為に。 
TS_WRATH_MAGNUS_03_FLAVOR	嫉妬なんていう気持ちが生まれることもなかったな。才能は認めるべきものさ。<br><br>「王手詰み。悪いな、これも仕事だ」<br><br>突きつけた銃口が冷たく光る。錬金術不正使用容疑者を検挙。やりたくもないお仕事。でも不正使用はアイツも憎んでいる。なんせ錬金術のバカ天才だから。そう思っていた当時は知らなかったんだ、誰かの笑顔を願うアイツの想いなど。<br>（ヴィルヘルムの回想録より）
TS_LUST_WILHELM_01_FLAVOR	自分ひとりの力でなんとかしないと生きていけない。正義の味方なんていないと思っていた。そんな女の子。<br><br>「アンタはひとりじゃない」<br><br>帽子でカッコつけた適当でお気軽な先輩と書類よりトランプが似合う不真面目な先輩。彼女の為の模擬戦なんて、そこまでしてあげるとはね。カッコいいよ、正義の味方の先輩。高評価してあげるね。<br>（カヤの模擬戦考課表の走り書き）
TS_SLOTH_RYUI_01_FLAVOR	自然に笑い合えるそんな空気。ひとりで生きてきたと疑うこともなく、ひとりで生きていくと信じていた私に、そんな時間を届けてくれた正義の味方。<br><br>「私の荷物を持ってくれたから」<br><br>先輩には髪飾りの見える後姿しか映らないから、口の動きは見えやしない。でも感謝は伝わっている。だから私は仕事してくださいって気軽に言えるんです。<br>（リュイの感謝の呟き）
TS_BUTAI_SION_01_FLAVOR	すべてを照らしたいという願い。それは手紙に託された思いとともに、深い闇の底にある場所へとたどり着く。<br><br>「本当に届けたい言葉は消えはしない」<br><br>迷いを伝えるのも、迷いを晴らすのも、そこにあるのは誰かの紡いだ言葉。<br>影すら明るみにする。宛名もなく、素性すらわからぬ受取人への言葉でも、彼の願った正義は決して消えはしない。<br>（アキム・レノフ『導く光』外章）
TS_GLUTTONY_JUURIA_02_FLAVOR	誰かの為に花を活けるように、ぬいぐるみが差し出された。自身の過去にも存在した想いを取り戻させてくれた。初めて知ったトリックオアトリート。<br><br>「驚かせるなら楽しいものじゃないとダメですよ？　そういうお祭りですから」<br><br>主の願いも私の願いもきっと大きくは変わらない。子供たちの笑顔を作ろうとするように、誰かの笑顔を願うのだから。<br>（ジューリアの今の想い）
TS_DESERT_RAMESES_02_FLAVOR	何時如何なる時でも成長する様を見るのは嬉しいこと。昔は太陽の継承者だと騒ぎ立てて、槍を振り回していたのに。<br><br>「うわっ、ばかっ！　やめろ！<br>そんな場所に菓子は入れてない！」<br><br>いつまでも手の中で大切に守らないとと思っていたのは間違いだったのかもしれません。ともあれあの子は、今も昔も変わらぬ、わたくしたちの明るい光。<br>（ネフェルティの胸中）
TS_WRATH_BLANCHETT_01_FLAVOR	大切な思いや記憶。今のあたしにとっても、それは忘れられない大事なもの。<br><br>「ふふん、それほどでもないけど♪」<br><br>あの日々が今のあたしを形作り、みんなに褒めてもらえる切り絵を作りあげるあたしにしてくれた。この足で、この靴でただ歩いてきたあたしを、今はこうして笑えるようにしてくれた。だからあなたもどこかで笑っていられますように。<br>（ブランシェットの願い）
TS_WADA_KAGURA_02_FLAVOR	聖教騎士団団長であるふたりが命を賭した策の糸は、赤い帯紐のように固く結ばれ、黒衣の男でも解けるはずもない。<br><br>「ふたりの覚悟…<br>決して無駄にはしないから！」<br><br>繋げる希望の先に大切な友の、世界を照らす光が見えている。だから迷わない。紅蓮に染まる鳳凰の最後の飛翔が、すべてを託す光への希望の架け橋となる。<br>（カグラの覚悟）
TS_POK_ANCIENT_01_FLAVOR	謂れなき神々の正義の支配に立ち向かう白き正義の執行者たち。七元徳を顕現させた彼女たちの戦いの記録。<br><br>「七つの光は御旗とともに！」<br><br>ある者は希望を携え、ある者は知恵を携え、革命の象徴である御旗を支える。宝飾された揃いの装具を身に着け、白き正義が世界を変えるその日まで、八人の執行者はともに歩みを進める。<br>（『白の原典』太古の姫より）
TS_WRATH_ANDECHS_01_FLAVOR	ふたつの罪域を救う希望。それは正義の意志を変えない騎士に託された。<br><br>「その歩みを止めぬ限り――<br>俺もアンタもひとりなどではない」<br><br>ただひとり、その足で歩んできた道の先に、敬愛する王の変わり果てた姿があっても、彼は変わらず歩み続ける。その背中が折れそうになる心に教えてくれる。私にもともに歩む意志があることを。<br>（立ち上がるダフネの胸中）
TS_WRATH_KUDHANSTEIN_02_FLAVOR	すべてを守る為にすべてを捨てた。迷いがすぐ隣にあることは自覚している。<br>だが、これだけは確信がある。<br><br>「世界ヲ導クノハ、貴様デハナイ！」<br><br>なんの為にすべてを捨てたのか。守るべきものを繋ぐ鎧のベルトのように、絆ですべてを繋いでいくのは俺以外の光。ならば、その光を妨げる者はこの身を捨てることになろうとも、魔槍で貫くのみ。<br>（クダンシュタインの意志）
TS_LUST_LEYCHEL_01_FLAVOR	どんな時も普段通りの自然さで、でも必ず確信を突いてくるワタシの友達。<br><br>「どしたの、モア。元気ないじゃん？」<br><br>レイチェルさんは、ワタシがママのことで落ち込んでたのをわかってくれた、大切な人。そうやっていつも鞄に詰めた優しさを届けてくれるから、嘘がつけないし、まっすぐ向き合うしかないんです。そんなのってちょっとズルいですよね。<br>（モアの明かすつもりのない胸中）
TS_LUST_EVE_01_FLAVOR	夢みたいだな、って思った。<br>誰かを思う心の熱は、この雪国のルストブルグでも、大勢の人の心を解かした。<br><br>「そのときはどうか――…」<br><br>真っ直ぐイヴさんに想いを告げるフレイズさんは、迷いを断ち切って剣を振るう姿以上に輝いて見えた。<br>お母さん。人を思う…誰かを好きになる気持ちって、本当にすごいんだね。<br>（母に届けたい、レイチェルの想い）
TS_LUST_QENS_01_FLAVOR	それは遠い約束。道を違えてしまえば、目に映る繋がりは時空操術の道を歩む者であることを示す宝珠のみ。互いにただ信じ、願っていた、初心な優しい時間。<br><br>「安心しろよ、俺は必ず帰ってくる。<br>どれほど時間を掛けようが必ずな」<br><br>どれほど時が降り積もろうと、その記憶は薄れない。この期に及んで初心とは笑い話だが、今も彼を信じ続けている。<br>（アンブロシアの告げぬ赤心）
TS_WRATH_SURUBA_01_FLAVOR	憤怒罪域＜イラ・ベルト＞に降り注ぐ逃れられぬ災厄が世界を覆うとしても、赤の剣がその手にある限り止まれない。<br><br>「真に託されたものはわからない。でもここで終わるわけにはいかない！」<br><br>託した者の罪など知らずに進め。汝はこの地に咲いた、新たな希望の花なのだから。知らずに進む少年に謝罪する日が、願わくは遠き未来であらんことを。<br>（テレスの胸中）
TS_WRATH_ISHUNA_01_FLAVOR	キラキラと光る街並みが心を浮き立たせる。それは大切な人が笑顔を浮かべる瞬間が、その光の先に見えるから。<br><br>「クリスマスパーティ用の買い出し、これで全部揃ったよね？」<br><br>手にしたナイフでみんなの笑顔を守る義賊の彼女も、大切な人の為にあんなに頑張ったんだよね。だから、こうして迎えられるクリスマスは特別な時間なんだ。<br>（ラヴィーナの心に灯った優しい光）
TS_SLOTH_IKONA_02_FLAVOR	サンタ用のカチューシャをして、トナカイ役のローティアとプレゼント配ったとして、その効果を測定できる？　<br><br>「計画通りにやれば不確定要素なし！」<br><br>思いは測定できない不確定要素だけど、解析できない特別がきっとある。まっすぐな思いひとつで町の空気すらも変えられると知った今なら、この格好も意味のあるものだと考察できるね。<br>（人間観察中のイコーナの考察）
TS_SLOTH_KAYA_02_FLAVOR	軽くまとめた錬金術の歴史に新たに刻まれるべき発見。そこは危険だから踏み込むなと言われても、素直に引けない性分なんだ。だからこの事態も想定範囲内。<br><br>「観測者であることの許可を、ザイン以外からもらう気はないから」<br><br>誓ったんだよね。私の進む道で得た光で大陸の正義を照らすって。だから、この紅竜姫カヤの本気、見せてあげるよ。<br>（カヤの決意）
TS_KOF_01_FLAVOR	ザ・キング・オブ・ファイターズに、テリーの仇が参加する。仇はぶっ飛ばすとの言葉の裏に復讐心以上の高揚がある。<br><br>「これはお祭りみたいなものなんだ。<br>楽しまないと損だぜ！」<br><br>歴戦を潜り抜け、己の技を磨き上げてきた格闘家が各地から一斉に集まる。そんな貴重な機会に、テリーの心は踊る。熱き格闘家たちのザ・キング・オブ・ファイターズの幕があがろうとしていた。
TS_KOF_02_FLAVOR	特殊ルールで開催される見知らぬ大陸の格闘大会。初めてのはずが、なぜか懐かしく感じる様子のクーラに舞は言う。<br><br>「異世界って言っても<br>私たちの世界と変わらないわね」<br><br>リストバンドで汗を拭うほど、声援を送る観客。戦いに燃える格闘家。皆が極められた肉体と技のぶつかり合いを望み、会場は熱気に包まれている。それはいつものKOFと同じ景色だった。
TS_LOST_ZEX_01_FLAVOR	痛そうな鉄爪も派手なブーツも、大仰な喋り方も癇に障る。だが、舞台を創る道化にも同じ意志があると知った。<br><br>「祈りの時は過ぎた！　俺たちには神よりも信じられる一介の人間が必要だ！」<br><br>偽りの光でも、見上げる者の希望にはなる。託され、願い、進むべきとわかっているその道は正直おっかない。でも今更観客の期待は裏切れないよな。<br>（ユヴェンの胸中に生まれた思い）
TS_LOST_ACHAD_04_FLAVOR	飾り立てるだけのドレスを着て、何者にもなれないと知りながら、何も持たない私は戦う。それを努力と信じて。<br><br>「棄てられずにいたいね。アム」<br><br>ビアンカの私への想い。私のビアンカへの想い。綺麗なものなど何ひとつない世界で、それも変わらず綺麗なわけじゃなかったけれど、ビアンカの気紛れはあの当時も、今も、私を支えてくれている。<br>（アハトの届かぬ感謝の想い）
TS_WRATH_MARE_02_FLAVOR	ザハル様やニグル様がいて、みんながいて、こうして新たな年を迎えることができて、わたしはとっても嬉しいんです。<br><br>「なんでオレのほうが罰の墨が多い！<br>気に入らん気に入らん気に入らん！」<br><br>魔法を放つ杖なんかより、羽子板のほうがずっといいと思う。こんなこと言ったらみんなに呆れられちゃうかもしれないけど、こんな平穏な時間が大好き。<br>（メアの偽らざる本心）
TS_WADA_YOMI_02_FLAVOR	一面の銀世界の中にある、鳥居や番傘の鮮やかな色合いは美しく映える。<br><br>「兄さん、また降り始めたわ。でももう少しだけ、こうしていていい？」<br><br>もしも初詣の願いが叶うのならば、同じことを願うだろう。こうしてふたりで参拝をする日が来るなど、想像したこともなかった。もし神の気紛れが許すのであれば、この時間が続くようにと。<br>（ジンの胸に浮かぶ優しき願い）
TS_WADA_UGACHI_01_FLAVOR	尊敬という言葉では収まらない憧れ。その苛烈な生き方や剣技、博識さだけではなく、彼のようになりたいと思う。<br><br>「ああ、わかった。いい天気だ」<br><br>今持ってきたのはご飯なの。天気の話なんてしたら無駄話なんてするなって怒るくせに。でも、その態度を見せてくれるのは信頼の表れだと知ったから、ちょっと困るけどそれも嬉しいんだよね。<br>（アザミのウガチへの複雑な胸中）
TS_ENVYRIA_CELES_01_FLAVOR	早く大きくなりたいという願い。強くなりたいという想い。それは穏やかさの中で育まれる。彼女たちに必要だったように、私にも必要だった、そんな日常。<br><br>「セリスのご飯、だーいすき！」<br><br>特別じゃない特別なご飯を持つ手。<br>その小さな手が刀を握り、鬼と対峙するのだと知っていても、いつまでも、この日常が続くようにと願うのだ。<br>（セリスの微笑みの中にある想い）
TS_WADA_TANOSUKE_01_FLAVOR	任務は任務で休みは休み。全部が全部一生懸命ってわけにはいかない。俺は適当な怠け者の昼行灯でいたいってだけ。<br><br>「タノスケ隊長！　サボってないで降りてきてください！　稽古の時間です！」<br><br>いつか刀を握った自分が、誰にも言えずにいる選択をするかもしれない。そう思うようになったのは、いつも一生懸命な君の中に何を見たからなんだろうね。<br>（アマネを眺めるタノスケの心中）
TS_LOST_THOL_03_FLAVOR	突き抜けるように青い空と眩しい太陽が世界を覆う。きっとその光の裏で、月は静かにその様子を見つめている。<br><br>「ソル、晴れましたね。次はどこのお店に行きます？　私まだ食べられますよ」<br><br>風で彼のストールがふわりと舞う。ふたりで見上げた青空は雲ひとつない。そんな世界なら、私たちは美味しいお店を巡り倒して、ご飯の世界征服をするんだ。<br>（太陽の下の幸福な月の野望）
TS_OTHER_BIANCA_01_FLAVOR	過去をやり直すことができたなら。全能ならざる人である以上、誰しもが一度は思うであろう、不毛な願い。<br><br>「過去を変えたいとは思わない？」<br><br>聞き覚えのある声は、白き光のようでどこか黒い影を帯びる。その声音に感じてしまうのは安堵とも恐怖とも違う。その異質な存在を人は、超常のものと評するのだと薄れゆく意識の中で思っていた。<br>（ビアンカの笑みへのイエナの感想）
TS_GLUTTONY_NIMURU_01_FLAVOR	真理はいまだ遠く、伸ばしたこの手が何を掴めるのかもわからない。ただ言えることはある。自分の原点でもあり、旅の中でも見失わなかった変わらぬ中心点。<br><br>「この悲しみの螺旋を断ち切る為に！」<br><br>エンメルを救う為、友とともいられる世界とする為。原点たる誓いへの想いは強くなる。すべては望んだ未来を、この手に掴む為。力を…この手に。<br>（ニムルの揺るがぬ胸中）
TS_ENVYRIA_LOGI_HEROS_01_FLAVOR	ともに歩んできた仲間たちとの平和な楽しい時間。思い思いにグラスを取って、とりとめもない話で盛り上がる。<br><br>「ティナ、アマネ、そろそろ出番だよ。俺たちも舞台の方に行こうか」<br><br>品のいいグローブをはめた、ロギの手にあるグラスの中の飲み物が揺れる。その揺れは期待が中心の感情の揺れ。これから始まる私たちの出番。幕が上がる。<br>（ティナのワクワクした心）
TS_ENVYRIA_ELIZABETH_02_FLAVOR	大切な想いを向ける相手に、気持ちを込めての贈り物。それが人と人との想いを繋げ、ふたりの距離を近づけさせる。<br><br>「ふふっ、素敵な反応…。もう少しカカオ足したら、もっと面白いかしら」<br><br>揺れる試験管の中ではチョコ作りではありえない科学反応。拙者が知ったチョコとは違う。いやまだ拙者が識らぬバレンタインがあるのか。謎は深まる。<br>（戦慄するスズカの胸中）
TS_ENVYRIA_MARGARET_02_FLAVOR	アタシにはふたつの選択肢がある。リーファがチョコを食べるのを静かに見守ること。或いはそれを止めること。<br><br>「友チョコか！　いっただきまーす」<br><br>マフラーを巻いて天使の笑顔を浮かべるマーガレットから、どんな反応が出るか楽しみとの心の声が聞こえる。止めてもきっとリーファは意地になる。ごめんねリーファ。骨は拾ってあげるからね…。<br>（悩めるカリスの選択）
TS_SLOTH_CHALICE_01_FLAVOR	我が国の魔女はブルームエースを操って空を駆ける。機械の国から来た乗り物とでは比べ物にならない。比べる対象でもない、そう思ってました。<br><br>「どけどけどけーぇぇえい！」<br><br>私は知らなかったんです。あの乗り物、空も飛べるなんて。腕章を煌めかせて魔物を的確に撃ち抜く姿は、空を駆ける魔女よりも素敵だったなんて。<br>（ルストブルグ住人の独り言）
TS_POK_RAGNAROK_01_FLAVOR	謂れなき神々の正義の支配に反し、翻るひとつの御旗。七元徳を顕現させた仲間とともに、その御旗は前へと進み続ける。<br><br>「回り始めた運命の歯車。御旗を掲げ、<br>七つの光とともに進むのみ」<br><br>それは神々に支配された世界における不都合な真実の序章。白き正義の執行者たちの革命の物語。その物語の中心にいたのは御旗とともにあったひとりの姫。<br>（『白の原典』御旗の章より）
TS_GREED_BENIKA_01_FLAVOR	肩車したベニカが楽しそうに身体を揺らす。ベニカの胸元のお守りも、俺が歩くたびにゆらゆら揺れる。今日はベニカの調子がいいみたいだ。<br><br>「おにいちゃん、たのしいね！」<br><br>ベニカが嬉しいと俺も嬉しい。たったひとりの妹の為なら、なんでもできる。その優しさが邪魔になると師匠に言われても、俺はこの想いを捨てはしない。<br>（イエナが抱く、妹への想い）
TS_MT3_02_FLAVOR	バベル大陸の砂漠地帯に、神話・伝承上の存在、『悪魔』の住まう世界から、“邪なる大道を歩む悪魔”が迷い込む。そこから始まった世界の深刻な混線を解消する為、その悪魔と縁深き人修羅も、バベル大陸に呼び寄せられるのであった。人修羅は見知らぬ土地で仲魔や砂漠地帯を生き抜いてきたという幻影兵とともに戦い、考え、前に進んでいく。<br>過酷な環境を生き抜いてきた者たちの、同じく過酷な砂漠地帯での語らいの先にあるものは果たして――
TS_MT3_01_FLAVOR	世界に終末をもたらす『東京受胎』。<br>東京受胎により、日本の首都は異界へと姿を変えた。そこは、神話・伝承上の存在、『悪魔』の住まう世界だった。<br>意識を失った少年はその眠りの中、謎の子どもと老婆から、これからを生き延びる為の力『マガタマ』を授かる。<br>病院で目覚めた時、彼の身体は『悪魔』として新生していた。少年は変わり果てた“トウキョウ”で、変わり果てた己の身を戦いの旅路へ投じ、『新世界創造』の選択と葛藤の物語を紡いでいく。
